time,vdd,vres
2.57080e-02,3.40375,0.0168188
2.57120e-02,3.39813,0.0163781
2.57160e-02,3.40344,0.0156625
2.57200e-02,3.40375,0.0158094
2.57240e-02,3.4025,0.016025
2.57280e-02,3.39688,0.0159031
2.57320e-02,3.39969,0.0156219
2.57360e-02,3.39938,0.0161
2.57400e-02,3.39656,0.0161312
2.57440e-02,3.40156,0.0159969
2.57480e-02,3.40531,0.0162125
2.57520e-02,3.39281,0.0163719
2.57560e-02,3.40031,0.01635
2.57600e-02,3.39906,0.01635
2.57640e-02,3.39781,0.0162375
2.57680e-02,3.40531,0.0170031
2.57720e-02,3.40406,0.0168375
2.57760e-02,3.40313,0.0164875
2.57800e-02,3.40094,0.0160594
2.57840e-02,3.40594,0.0158125
2.57880e-02,3.40313,0.0158812
2.57920e-02,3.4025,0.0156406
2.57960e-02,3.40406,0.0157594
2.58000e-02,3.4025,0.01575
2.58040e-02,3.39844,0.0160719
2.58080e-02,3.40188,0.0160656
2.58120e-02,3.3975,0.016125
2.58160e-02,3.40469,0.0163563
2.58200e-02,3.39813,0.0165
2.58240e-02,3.40156,0.0165656
2.58280e-02,3.405,0.0162844
2.58320e-02,3.40219,0.017025
2.58360e-02,3.39813,0.0168531
2.58400e-02,3.39844,0.0165094
2.58440e-02,3.40094,0.0170125
2.58480e-02,3.40406,0.0159906
2.58520e-02,3.40094,0.0161406
2.58560e-02,3.40594,0.0159031
2.58600e-02,3.39875,0.0157375
2.58640e-02,3.40406,0.0158219
2.58680e-02,3.39813,0.0162406
2.58720e-02,3.39844,0.0161594
2.58760e-02,3.40219,0.0162938
2.58800e-02,3.39594,0.0161906
2.58840e-02,3.4025,0.0163719
2.58880e-02,3.40437,0.0164562
2.58920e-02,3.39031,0.0163656
2.58960e-02,3.41094,0.0162594
2.59000e-02,3.40469,0.0166031
2.59040e-02,3.40156,0.0166906
2.59080e-02,3.40156,0.0164219
2.59120e-02,3.3975,0.0161188
2.59160e-02,3.39938,0.0159687
2.59200e-02,3.40125,0.0157656
2.59240e-02,3.39719,0.0158875
2.59280e-02,3.39688,0.0158312
2.59320e-02,3.4025,0.0160781
2.59360e-02,3.40344,0.0161906
2.59400e-02,3.39219,0.0159781
2.59440e-02,3.40219,0.016225
2.59480e-02,3.40563,0.0164938
2.59520e-02,3.40719,0.0165563
2.59560e-02,3.4075,0.0161656
2.59600e-02,3.40219,0.0165406
2.59640e-02,3.39938,0.0167938
2.59680e-02,3.40344,0.017025
2.59720e-02,3.405,0.016475
2.59760e-02,3.40219,0.0160219
2.59800e-02,3.40313,0.0160531
2.59840e-02,3.4,0.0161937
2.59880e-02,3.40156,0.0160031
2.59920e-02,3.39813,0.0162
2.59960e-02,3.40563,0.0162219
2.60000e-02,3.39969,0.01625
2.60040e-02,3.40062,0.0162781
2.60080e-02,3.40437,0.0161188
2.60120e-02,3.40594,0.0163094
2.60160e-02,3.40062,0.0164031
2.60200e-02,3.39656,0.0161375
2.60240e-02,3.40563,0.0163312
2.60280e-02,3.40625,0.016425
2.60320e-02,3.39906,0.0166594
2.60360e-02,3.40563,0.0163281
2.60400e-02,3.40969,0.015775
2.60440e-02,3.405,0.0158688
2.60480e-02,3.40125,0.0155812
2.60520e-02,3.40469,0.0157
2.60560e-02,3.40719,0.0156344
2.60600e-02,3.40031,0.01565
2.60640e-02,3.395,0.0160937
2.60680e-02,3.40156,0.0160563
2.60720e-02,3.40031,0.0160062
2.60760e-02,3.40188,0.0163906
2.60800e-02,3.40437,0.0164469
2.60840e-02,3.39656,0.0163563
2.60880e-02,3.39875,0.0162844
2.60920e-02,3.40719,0.0166719
2.60960e-02,3.39688,0.0164687
2.61000e-02,3.40719,0.0168031
2.61040e-02,3.40563,0.0162281
2.61080e-02,3.40375,0.016025
2.61120e-02,3.40469,0.0156969
2.61160e-02,3.40219,0.0156281
2.61200e-02,3.3975,0.0157344
2.61240e-02,3.4025,0.0157813
2.61280e-02,3.405,0.0162313
2.61320e-02,3.40156,0.0162313
2.61360e-02,3.39719,0.0161
2.61400e-02,3.4,0.0163781
2.61440e-02,3.40437,0.0165969
2.61480e-02,3.405,0.0163688
2.61520e-02,3.405,0.0161594
2.61560e-02,3.39625,0.0165438
2.61600e-02,3.40375,0.0169094
2.61640e-02,3.40313,0.0166844
2.61680e-02,3.39625,0.0162687
2.61720e-02,3.40563,0.0162187
2.61760e-02,3.40531,0.0156688
2.61800e-02,3.40531,0.0159094
2.61840e-02,3.40031,0.0158219
2.61880e-02,3.39969,0.0156937
2.61920e-02,3.39594,0.0164219
2.61960e-02,3.40313,0.0162375
2.62000e-02,3.40219,0.0161781
2.62040e-02,3.41,0.0159594
2.62080e-02,3.405,0.0164594
2.62120e-02,3.39531,0.0162906
2.62160e-02,3.39844,0.0162781
2.62200e-02,3.40125,0.0162313
2.62240e-02,3.39969,0.0164531
2.62280e-02,3.40437,0.0167281
2.62320e-02,3.40281,0.0160906
2.62360e-02,3.40031,0.0157594
2.62400e-02,3.40406,0.0158
2.62440e-02,3.40437,0.0156219
2.62480e-02,3.40281,0.0159594
2.62520e-02,3.39625,0.0157438
2.62560e-02,3.40344,0.0160594
2.62600e-02,3.40469,0.0161906
2.62640e-02,3.3975,0.0159156
2.62680e-02,3.39875,0.0164313
2.62720e-02,3.39938,0.0166813
2.62760e-02,3.39969,0.0158656
2.62800e-02,3.40281,0.0161281
2.62840e-02,3.39844,0.01645
2.62880e-02,3.40344,0.0164656
2.62920e-02,3.39969,0.0167875
2.62960e-02,3.39938,0.0159969
2.63000e-02,3.4025,0.015925
2.63040e-02,3.40844,0.0158125
2.63080e-02,3.40094,0.0160219
2.63120e-02,3.40406,0.0158125
2.63160e-02,3.4025,0.0159875
2.63200e-02,3.40719,0.015975
2.63240e-02,3.39656,0.016325
2.63280e-02,3.39844,0.0163469
2.63320e-02,3.39719,0.0162375
2.63360e-02,3.4025,0.0162344
2.63400e-02,3.39969,0.0161719
2.63440e-02,3.40906,0.0160844
2.63480e-02,3.40156,0.0161813
2.63520e-02,3.40094,0.0166313
2.63560e-02,3.40656,0.0165438
2.63600e-02,3.40437,0.0166063
2.63640e-02,3.39656,0.0163875
2.63680e-02,3.39813,0.0162719
2.63720e-02,3.40156,0.0162031
2.63760e-02,3.40094,0.0162281
2.63800e-02,3.40188,0.016025
2.63840e-02,3.40188,0.0160187
2.63880e-02,3.40375,0.0162187
2.63920e-02,3.39906,0.0165219
2.63960e-02,3.39875,0.015975
2.64000e-02,3.40062,0.0163375
2.64040e-02,3.40625,0.0164969
2.64080e-02,3.39313,0.0160719
2.64120e-02,3.41125,0.0163312
2.64160e-02,3.40781,0.0166531
2.64200e-02,3.39844,0.01675
2.64240e-02,3.4,0.0164938
2.64280e-02,3.39438,0.0165
2.64320e-02,3.4,0.0162719
2.64360e-02,3.40688,0.0159875
2.64400e-02,3.39594,0.0158
2.64440e-02,3.395,0.0162156
2.64480e-02,3.39688,0.0156406
2.64520e-02,3.395,0.016
2.64560e-02,3.3975,0.0162094
2.64600e-02,3.40594,0.0161781
2.64640e-02,3.40469,0.0162969
2.64680e-02,3.41063,0.0164313
2.64720e-02,3.3975,0.016175
2.64760e-02,3.39813,0.0158594
2.64800e-02,3.40281,0.0165312
2.64840e-02,3.4,0.0167156
2.64880e-02,3.41219,0.0166063
2.64920e-02,3.40344,0.0167094
2.64960e-02,3.40281,0.0162031
2.65000e-02,3.40594,0.0159906
2.65040e-02,3.40281,0.0162469
2.65080e-02,3.39813,0.0162187
2.65120e-02,3.39562,0.0161406
2.65160e-02,3.40188,0.0161437
2.65200e-02,3.40594,0.0163156
2.65240e-02,3.39562,0.0161656
2.65280e-02,3.40469,0.016025
2.65320e-02,3.39969,0.0162969
2.65360e-02,3.40094,0.0162344
2.65400e-02,3.40313,0.0161969
2.65440e-02,3.39938,0.0165375
2.65480e-02,3.40062,0.0159344
2.65520e-02,3.40594,0.0160906
2.65560e-02,3.40219,0.0161937
2.65600e-02,3.39844,0.0160344
2.65640e-02,3.4,0.0159375
2.65680e-02,3.40625,0.0161625
2.65720e-02,3.40375,0.0162438
2.65760e-02,3.40125,0.0163125
2.65800e-02,3.39969,0.0164813
2.65840e-02,3.40281,0.0165438
2.65880e-02,3.40406,0.0165969
2.65920e-02,3.3975,0.0161781
2.65960e-02,3.39375,0.0159094
2.66000e-02,3.39781,0.0156969
2.66040e-02,3.40219,0.0154375
2.66080e-02,3.39969,0.0154469
2.66120e-02,3.40375,0.0156125
2.66160e-02,3.40313,0.0158812
2.66200e-02,3.39719,0.015925
2.66240e-02,3.40219,0.0158094
2.66280e-02,3.40781,0.0164219
2.66320e-02,3.40313,0.0165656
2.66360e-02,3.39531,0.0160969
2.66400e-02,3.40094,0.0160438
2.66440e-02,3.40531,0.0164375
2.66480e-02,3.40188,0.0169313
2.66520e-02,3.39844,0.0167125
2.66560e-02,3.40281,0.016375
2.66600e-02,3.40125,0.0161719
2.66640e-02,3.39969,0.01575
2.66680e-02,3.39875,0.0155187
2.66720e-02,3.40031,0.0157844
2.66760e-02,3.40875,0.0154938
2.66800e-02,3.39844,0.0158719
2.66840e-02,3.40125,0.016175
2.66880e-02,3.39531,0.0164281
2.66920e-02,3.4075,0.0162094
2.66960e-02,3.4025,0.0164062
2.67000e-02,3.40375,0.0164406
2.67040e-02,3.39969,0.0163156
2.67080e-02,3.39625,0.0164313
2.67120e-02,3.40625,0.0167906
2.67160e-02,3.40219,0.016625
2.67200e-02,3.40563,0.0164281
2.67240e-02,3.39813,0.0161656
2.67280e-02,3.40437,0.0158063
2.67320e-02,3.40656,0.0155906
2.67360e-02,3.39781,0.0155938
2.67400e-02,3.40781,0.0154719
2.67440e-02,3.40531,0.0163
2.67480e-02,3.40375,0.0163
2.67520e-02,3.40625,0.0161813
2.67560e-02,3.4,0.0160156
2.67600e-02,3.39656,0.0164156
2.67640e-02,3.39719,0.016025
2.67680e-02,3.39969,0.01615
2.67720e-02,3.40531,0.0161594
2.67760e-02,3.39875,0.0167844
2.67800e-02,3.40344,0.0165187
2.67840e-02,3.39438,0.0165531
2.67880e-02,3.40656,0.0163031
2.67920e-02,3.39125,0.0160719
2.67960e-02,3.39969,0.0157875
2.68000e-02,3.39844,0.0156781
2.68040e-02,3.4025,0.0158437
2.68080e-02,3.39813,0.0159437
2.68120e-02,3.3975,0.0163531
2.68160e-02,3.40219,0.0162531
2.68200e-02,3.40344,0.0160031
2.68240e-02,3.40719,0.0165094
2.68280e-02,3.40094,0.01645
2.68320e-02,3.39594,0.0163563
2.68360e-02,3.39938,0.0162875
2.68400e-02,3.3975,0.0165531
2.68440e-02,3.40563,0.0165375
2.68480e-02,3.405,0.0165844
2.68520e-02,3.40688,0.0165344
2.68560e-02,3.39969,0.0160125
2.68600e-02,3.40344,0.0157469
2.68640e-02,3.39938,0.0156344
2.68680e-02,3.39719,0.0155406
2.68720e-02,3.4075,0.0158469
2.68760e-02,3.3975,0.0159844
2.68800e-02,3.40062,0.0161469
2.68840e-02,3.3975,0.0158812
2.68880e-02,3.39844,0.0162469
2.68920e-02,3.39844,0.0164531
2.68960e-02,3.40156,0.0164062
2.69000e-02,3.4125,0.0160406
2.69040e-02,3.40156,0.0163719
2.69080e-02,3.40062,0.016725
2.69120e-02,3.40062,0.0168219
2.69160e-02,3.40313,0.0165719
2.69200e-02,3.39156,0.0161156
2.69240e-02,3.39844,0.0159687
2.69280e-02,3.40281,0.0158531
2.69320e-02,3.39719,0.0157875
2.69360e-02,3.40344,0.0158937
2.69400e-02,3.39656,0.0161594
2.69440e-02,3.40875,0.0161031
2.69480e-02,3.39875,0.0162406
2.69520e-02,3.3975,0.0158
2.69560e-02,3.41188,0.0165469
2.69600e-02,3.40375,0.0162313
2.69640e-02,3.40344,0.0161125
2.69680e-02,3.40344,0.0163469
2.69720e-02,3.40594,0.0167594
2.69760e-02,3.4,0.0166125
2.69800e-02,3.39781,0.0161719
2.69840e-02,3.40469,0.0159531
2.69880e-02,3.39906,0.0160281
2.69920e-02,3.40094,0.0158625
2.69960e-02,3.40281,0.0159594
2.70000e-02,3.40188,0.0159094
2.70040e-02,3.40531,0.0158719
2.70080e-02,3.39969,0.0164406
2.70120e-02,3.40344,0.0160937
2.70160e-02,3.40437,0.0160969
2.70200e-02,3.40437,0.0163937
2.70240e-02,3.40125,0.0163437
2.70280e-02,3.39875,0.0160875
2.70320e-02,3.40281,0.0162094
2.70360e-02,3.40437,0.0169469
2.70400e-02,3.39531,0.016875
2.70440e-02,3.40313,0.0163469
2.70480e-02,3.39438,0.0161875
2.70520e-02,3.39813,0.01615
2.70560e-02,3.40625,0.0158719
2.70600e-02,3.39844,0.0157969
2.70640e-02,3.39656,0.0159594
2.70680e-02,3.40281,0.0159188
2.70720e-02,3.40125,0.0162
2.70760e-02,3.4,0.0160594
2.70800e-02,3.40062,0.0163469
2.70840e-02,3.39844,0.0162438
2.70880e-02,3.4,0.0163125
2.70920e-02,3.40281,0.01615
2.70960e-02,3.41281,0.0161156
2.71000e-02,3.40031,0.0168688
2.71040e-02,3.40969,0.0168406
2.71080e-02,3.40188,0.0163781
2.71120e-02,3.39531,0.0164625
2.71160e-02,3.40281,0.0159219
2.71200e-02,3.39969,0.0156094
2.71240e-02,3.40031,0.0156031
2.71280e-02,3.40344,0.0155375
2.71320e-02,3.40062,0.0157562
2.71360e-02,3.41094,0.0161188
2.71400e-02,3.40469,0.0162938
2.71440e-02,3.39656,0.0161656
2.71480e-02,3.40125,0.0162125
2.71520e-02,3.39938,0.01655
2.71560e-02,3.40188,0.0160812
2.71600e-02,3.3975,0.0162281
2.71640e-02,3.39969,0.0165219
2.71680e-02,3.4025,0.0166219
2.71720e-02,3.4125,0.0164781
2.71760e-02,3.40094,0.0164531
2.71800e-02,3.39906,0.0162031
2.71840e-02,3.405,0.0158688
2.71880e-02,3.39562,0.0155938
2.71920e-02,3.40219,0.0159375
2.71960e-02,3.39906,0.0158031
2.72000e-02,3.40406,0.0157062
2.72040e-02,3.40344,0.0163875
2.72080e-02,3.405,0.0160094
2.72120e-02,3.40313,0.0158812
2.72160e-02,3.40625,0.016425
2.72200e-02,3.40906,0.0163531
2.72240e-02,3.40125,0.0162344
2.72280e-02,3.40344,0.0163469
2.72320e-02,3.39625,0.0168219
2.72360e-02,3.40031,0.016775
2.72400e-02,3.40344,0.0166313
2.72440e-02,3.40313,0.0162
2.72480e-02,3.39844,0.0159406
2.72520e-02,3.40594,0.0159
2.72560e-02,3.4,0.0157656
2.72600e-02,3.40375,0.0158125
2.72640e-02,3.39562,0.0162656
2.72680e-02,3.39938,0.0161063
2.72720e-02,3.39594,0.0162031
2.72760e-02,3.4025,0.0161125
2.72800e-02,3.40531,0.0164313
2.72840e-02,3.39813,0.0161188
2.72880e-02,3.4,0.0162062
2.72920e-02,3.40688,0.0161031
2.72960e-02,3.39969,0.0164406
2.73000e-02,3.40844,0.016825
2.73040e-02,3.40031,0.0164531
2.73080e-02,3.40656,0.0164594
2.73120e-02,3.40313,0.0162531
2.73160e-02,3.39813,0.0160531
2.73200e-02,3.40125,0.0159
2.73240e-02,3.40125,0.0159219
2.73280e-02,3.40875,0.0160937
2.73320e-02,3.4,0.0161844
2.73360e-02,3.39938,0.016225
2.73400e-02,3.4025,0.0161781
2.73440e-02,3.40188,0.0162969
2.73480e-02,3.40281,0.0165125
2.73520e-02,3.395,0.0163125
2.73560e-02,3.4,0.0162906
2.73600e-02,3.40125,0.0165406
2.73640e-02,3.39969,0.017
2.73680e-02,3.40219,0.0164469
2.73720e-02,3.4025,0.016125
2.73760e-02,3.3975,0.01605
2.73800e-02,3.39656,0.0158812
2.73840e-02,3.40844,0.0157375
2.73880e-02,3.39781,0.0157625
2.73920e-02,3.41,0.0159375
2.73960e-02,3.40188,0.0162375
2.74000e-02,3.40344,0.0161312
2.74040e-02,3.40594,0.0161125
2.74080e-02,3.40375,0.0163
2.74120e-02,3.4075,0.0164844
2.74160e-02,3.40688,0.0163625
2.74200e-02,3.3975,0.0162375
2.74240e-02,3.40375,0.016525
2.74280e-02,3.40844,0.0169875
2.74320e-02,3.39562,0.0168781
2.74360e-02,3.38906,0.0164469
2.74400e-02,3.39531,0.0165375
2.74440e-02,3.39969,0.0158344
2.74480e-02,3.40156,0.0158063
2.74520e-02,3.40062,0.0159437
2.74560e-02,3.39594,0.0159781
2.74600e-02,3.40656,0.0162687
2.74640e-02,3.40188,0.0164094
2.74680e-02,3.4,0.0162781
2.74720e-02,3.40688,0.0157531
2.74760e-02,3.39719,0.0162969
2.74800e-02,3.39594,0.0164813
2.74840e-02,3.40719,0.0162375
2.74880e-02,3.40094,0.0162719
2.74920e-02,3.40219,0.0167625
2.74960e-02,3.39469,0.0168063
2.75000e-02,3.4,0.0165469
2.75040e-02,3.40344,0.0163344
2.75080e-02,3.40469,0.0159625
2.75120e-02,3.40625,0.0160875
2.75160e-02,3.39906,0.0160531
2.75200e-02,3.40594,0.01585
2.75240e-02,3.39781,0.0161813
2.75280e-02,3.40719,0.0161625
2.75320e-02,3.39938,0.01595
2.75360e-02,3.4025,0.016225
2.75400e-02,3.40625,0.0163094
2.75440e-02,3.4025,0.0164156
2.75480e-02,3.405,0.0160219
2.75520e-02,3.40531,0.0161625
2.75560e-02,3.40125,0.0166594
2.75600e-02,3.39906,0.0169687
2.75640e-02,3.40406,0.0167687
2.75680e-02,3.40406,0.0164156
2.75720e-02,3.39875,0.0161625
2.75760e-02,3.4,0.0160844
2.75800e-02,3.39781,0.0159625
2.75840e-02,3.39844,0.0160312
2.75880e-02,3.40563,0.0160469
2.75920e-02,3.3975,0.0164531
2.75960e-02,3.39906,0.0162094
2.76000e-02,3.39906,0.0160187
2.76040e-02,3.40375,0.0161719
2.76080e-02,3.40813,0.0162
2.76120e-02,3.39406,0.0161656
2.76160e-02,3.39844,0.0160781
2.76200e-02,3.38938,0.0162313
2.76240e-02,3.39813,0.0160812
2.76280e-02,3.40406,0.0160156
2.76320e-02,3.40344,0.016075
2.76360e-02,3.4025,0.0160406
2.76400e-02,3.40594,0.01625
2.76440e-02,3.39938,0.0163187
2.76480e-02,3.40531,0.016425
2.76520e-02,3.41031,0.0164875
2.76560e-02,3.40188,0.0165969
2.76600e-02,3.40281,0.0165219
2.76640e-02,3.40375,0.0162438
2.76680e-02,3.40531,0.0159781
2.76720e-02,3.39969,0.01575
2.76760e-02,3.40156,0.0153688
2.76800e-02,3.40094,0.0155187
2.76840e-02,3.40313,0.01555
2.76880e-02,3.39719,0.015725
2.76920e-02,3.40219,0.01595
2.76960e-02,3.40062,0.0162031
2.77000e-02,3.40406,0.0162875
2.77040e-02,3.40469,0.0165844
2.77080e-02,3.40031,0.0165281
2.77120e-02,3.40875,0.0164281
2.77160e-02,3.40781,0.0163312
2.77200e-02,3.40813,0.0168031
2.77240e-02,3.40594,0.0168344
2.77280e-02,3.40281,0.0164969
2.77320e-02,3.39719,0.0164031
2.77360e-02,3.39969,0.0158594
2.77400e-02,3.39719,0.0157687
2.77440e-02,3.40313,0.0157125
2.77480e-02,3.40031,0.0155594
2.77520e-02,3.40281,0.0157219
2.77560e-02,3.40437,0.0160031
2.77600e-02,3.40375,0.0162438
2.77640e-02,3.40062,0.0159125
2.77680e-02,3.40031,0.0161531
2.77720e-02,3.40688,0.0167781
2.77760e-02,3.40219,0.0164938
2.77800e-02,3.40281,0.0162438
2.77840e-02,3.40156,0.0167563
2.77880e-02,3.40594,0.0166625
2.77920e-02,3.39469,0.0167156
2.77960e-02,3.40625,0.0164687
2.78000e-02,3.39344,0.0158125
2.78040e-02,3.40062,0.01565
2.78080e-02,3.405,0.0155969
2.78120e-02,3.40781,0.0154844
2.78160e-02,3.40563,0.0158375
2.78200e-02,3.39781,0.0161219
2.78240e-02,3.39813,0.0161813
2.78280e-02,3.3975,0.0161031
2.78320e-02,3.40219,0.0164438
2.78360e-02,3.40188,0.0169906
2.78400e-02,3.39719,0.0165438
2.78440e-02,3.40219,0.0164719
2.78480e-02,3.40156,0.0171406
2.78520e-02,3.40094,0.0173594
2.78560e-02,3.39875,0.0172531
2.78600e-02,3.40062,0.017075
2.78640e-02,3.40531,0.0169844
2.78680e-02,3.39875,0.0164062
2.78720e-02,3.40594,0.0161781
2.78760e-02,3.39219,0.0166125
2.78800e-02,3.40125,0.0166688
2.78840e-02,3.40062,0.0170094
2.78880e-02,3.39844,0.0170344
2.78920e-02,3.39875,0.0170906
2.78960e-02,3.39719,0.0171063
2.79000e-02,3.40313,0.0172812
2.79040e-02,3.40125,0.0171469
2.79080e-02,3.39844,0.0171313
2.79120e-02,3.39719,0.0174031
2.79160e-02,3.3975,0.0174656
2.79200e-02,3.39656,0.0173688
2.79240e-02,3.39938,0.0169969
2.79280e-02,3.39531,0.01725
2.79320e-02,3.4,0.0168
2.79360e-02,3.39594,0.0162938
2.79400e-02,3.39875,0.0160125
2.79440e-02,3.39313,0.0164219
2.79480e-02,3.4,0.0168969
2.79520e-02,3.40281,0.0169906
2.79560e-02,3.395,0.0167438
2.79600e-02,3.40375,0.0168375
2.79640e-02,3.39813,0.017225
2.79680e-02,3.39906,0.0173312
2.79720e-02,3.39813,0.0169875
2.79760e-02,3.39969,0.0169687
2.79800e-02,3.39969,0.0172281
2.79840e-02,3.39938,0.0174531
2.79880e-02,3.39875,0.0168344
2.79920e-02,3.39969,0.0168188
2.79960e-02,3.40156,0.0166813
2.80000e-02,3.39594,0.0166156
2.80040e-02,3.40156,0.0164406
2.80080e-02,3.4,0.0165812
2.80120e-02,3.4025,0.01665
2.80160e-02,3.39719,0.0167812
2.80200e-02,3.41,0.0170906
2.80240e-02,3.39813,0.0167812
2.80280e-02,3.4025,0.0172313
2.80320e-02,3.3975,0.0171969
2.80360e-02,3.40062,0.0170219
2.80400e-02,3.39562,0.0168656
2.80440e-02,3.39906,0.0175031
2.80480e-02,3.39938,0.0173813
2.80520e-02,3.40906,0.0172406
2.80560e-02,3.39844,0.0172094
2.80600e-02,3.39562,0.01685
2.80640e-02,3.40531,0.0164656
2.80680e-02,3.40469,0.0163937
2.80720e-02,3.39531,0.0165375
2.80760e-02,3.39938,0.0167812
2.80800e-02,3.39469,0.0169
2.80840e-02,3.40563,0.0169188
2.80880e-02,3.39813,0.016825
2.80920e-02,3.3975,0.0169594
2.80960e-02,3.39469,0.0173312
2.81000e-02,3.39781,0.0169469
2.81040e-02,3.395,0.0169594
2.81080e-02,3.3975,0.0177375
2.81120e-02,3.4025,0.0173
2.81160e-02,3.39375,0.0171594
2.81200e-02,3.39438,0.01675
2.81240e-02,3.40031,0.0172625
2.81280e-02,3.40062,0.0168156
2.81320e-02,3.39906,0.0168344
2.81360e-02,3.39938,0.0167187
2.81400e-02,3.39938,0.0167625
2.81440e-02,3.39813,0.0171719
2.81480e-02,3.40094,0.0172062
2.81520e-02,3.40313,0.0166906
2.81560e-02,3.40625,0.0168531
2.81600e-02,3.395,0.0170406
2.81640e-02,3.39969,0.0170375
2.81680e-02,3.4,0.0170781
2.81720e-02,3.40188,0.0174875
2.81760e-02,3.39656,0.0176375
2.81800e-02,3.39594,0.0172094
2.81840e-02,3.39375,0.0174812
2.81880e-02,3.39438,0.0169469
2.81920e-02,3.40531,0.0168969
2.81960e-02,3.39875,0.0165281
2.82000e-02,3.39594,0.0163812
2.82040e-02,3.39906,0.0165406
2.82080e-02,3.3975,0.0167406
2.82120e-02,3.40437,0.0167125
2.82160e-02,3.39813,0.0165594
2.82200e-02,3.40031,0.0168625
2.82240e-02,3.40062,0.0172812
2.82280e-02,3.40094,0.0172156
2.82320e-02,3.40719,0.0168719
2.82360e-02,3.39656,0.0171656
2.82400e-02,3.40188,0.017375
2.82440e-02,3.40281,0.017325
2.82480e-02,3.39531,0.0168188
2.82520e-02,3.39594,0.0169219
2.82560e-02,3.39844,0.0164469
2.82600e-02,3.40156,0.0167563
2.82640e-02,3.40344,0.0164781
2.82680e-02,3.40469,0.016625
2.82720e-02,3.40188,0.0166313
2.82760e-02,3.4,0.0170812
2.82800e-02,3.40563,0.0168906
2.82840e-02,3.40563,0.0167344
2.82880e-02,3.40125,0.0171531
2.82920e-02,3.40281,0.0166813
2.82960e-02,3.39594,0.0167531
2.83000e-02,3.39281,0.0172125
2.83040e-02,3.39875,0.0176156
2.83080e-02,3.40031,0.0175344
2.83120e-02,3.40469,0.0169938
2.83160e-02,3.39438,0.0168281
2.83200e-02,3.39844,0.0165969
2.83240e-02,3.39938,0.0164438
2.83280e-02,3.40344,0.0166938
2.83320e-02,3.39406,0.0163875
2.83360e-02,3.39875,0.0166844
2.83400e-02,3.39719,0.0170781
2.83440e-02,3.40031,0.0167187
2.83480e-02,3.39875,0.0168156
2.83520e-02,3.40125,0.0171656
2.83560e-02,3.395,0.016875
2.83600e-02,3.40469,0.0165781
2.83640e-02,3.39656,0.0171594
2.83680e-02,3.39469,0.0173156
2.83720e-02,3.40188,0.0174687
2.83760e-02,3.39813,0.0171906
2.83800e-02,3.39938,0.0170156
2.83840e-02,3.39969,0.0170531
2.83880e-02,3.39406,0.0165656
2.83920e-02,3.40219,0.0167125
2.83960e-02,3.40375,0.01655
2.84000e-02,3.39719,0.016825
2.84040e-02,3.39469,0.0172812
2.84080e-02,3.39938,0.0167969
2.84120e-02,3.39688,0.016725
2.84160e-02,3.39375,0.0168156
2.84200e-02,3.40313,0.0172219
2.84240e-02,3.39813,0.0168281
2.84280e-02,3.40094,0.0168844
2.84320e-02,3.39656,0.0171938
2.84360e-02,3.39875,0.0174438
2.84400e-02,3.39656,0.0174031
2.84440e-02,3.39813,0.0172406
2.84480e-02,3.39906,0.0171
2.84520e-02,3.39969,0.0166344
2.84560e-02,3.395,0.0166
2.84600e-02,3.40219,0.0166688
2.84640e-02,3.39813,0.0165125
2.84680e-02,3.40156,0.0168563
2.84720e-02,3.39656,0.0170906
2.84760e-02,3.39969,0.0168625
2.84800e-02,3.40062,0.0167031
2.84840e-02,3.39969,0.0172219
2.84880e-02,3.39969,0.0170469
2.84920e-02,3.40156,0.0167906
2.84960e-02,3.40094,0.0170156
2.85000e-02,3.39844,0.0173969
2.85040e-02,3.39656,0.0174906
2.85080e-02,3.40031,0.0171938
2.85120e-02,3.40219,0.0170125
2.85160e-02,3.395,0.0164188
2.85200e-02,3.39406,0.0166156
2.85240e-02,3.40156,0.0164781
2.85280e-02,3.40375,0.0168094
2.85320e-02,3.40219,0.016875
2.85360e-02,3.39969,0.0170594
2.85400e-02,3.3975,0.0169906
2.85440e-02,3.40031,0.0166813
2.85480e-02,3.40344,0.0171719
2.85520e-02,3.39813,0.0171219
2.85560e-02,3.40531,0.0165219
2.85600e-02,3.39656,0.0166844
2.85640e-02,3.39656,0.0173969
2.85680e-02,3.39656,0.0175406
2.85720e-02,3.39656,0.0172781
2.85760e-02,3.40375,0.0170469
2.85800e-02,3.40313,0.01725
2.85840e-02,3.39875,0.0169281
2.85880e-02,3.39625,0.0168969
2.85920e-02,3.39625,0.0167375
2.85960e-02,3.39969,0.0168688
2.86000e-02,3.39531,0.0166781
2.86040e-02,3.3975,0.0170375
2.86080e-02,3.4,0.0169813
2.86120e-02,3.39938,0.0170344
2.86160e-02,3.40156,0.0171656
2.86200e-02,3.39781,0.0170438
2.86240e-02,3.40563,0.0166469
2.86280e-02,3.39469,0.0173125
2.86320e-02,3.3975,0.0177312
2.86360e-02,3.40219,0.0174406
2.86400e-02,3.39813,0.0172
2.86440e-02,3.40062,0.0169281
2.86480e-02,3.39344,0.0167219
2.86520e-02,3.39875,0.0168125
2.86560e-02,3.39438,0.0169625
2.86600e-02,3.39906,0.0169781
2.86640e-02,3.39,0.0169875
2.86680e-02,3.40062,0.0168375
2.86720e-02,3.4,0.0169875
2.86760e-02,3.39969,0.0169719
2.86800e-02,3.4,0.0172469
