pressure,voltage
0.97895,0.0428
1.9209,0.0461
3.0153,0.0506
4.2316,0.0563
5.1693,0.0594
6.226,0.0651
7.7151,0.0706
8.8726,0.0747
9.7907,0.0781
11.106,0.0826
12.079,0.0866
13.022,0.0897
13.954,0.0948
14.811,0.098
15.763,0.1028
17.074,0.1074
17.851,0.1108
18.973,0.1155
19.844,0.1191
21.025,0.125
21.886,0.1276
22.978,0.1324
23.82,0.1354
24.913,0.1399
25.879,0.1441
26.905,0.1484
27.856,0.1521
28.952,0.1571
30.122,0.162
30.979,0.1656
32.215,0.1709
32.909,0.1731
33.945,0.1779
35.07,0.1827
