pressure,voltage
1.0041,0.0516
2.023,0.0608
3.0601,0.0759
3.9741,0.0825
4.9496,0.0955
5.9223,0.1026
7.0993,0.1105
8.1406,0.1205
8.9188,0.1211
10.216,0.1327
11.185,0.1429
12.243,0.1469
12.803,0.1516
13.998,0.1638
15.312,0.1707
16.015,0.1794
16.742,0.1815
18.32,0.1927
19.171,0.2016
20.055,0.2024
20.996,0.2076
21.982,0.22
23.029,0.2258
24.138,0.2292
25.323,0.2375
26.597,0.2505
27.957,0.2578
29.438,0.2636
31.033,0.2759
32.808,0.2913
34.913,0.3006
